"源物理表ID","平台","数据源","源表","源表中文注释","消费任务ID","任务名称","候选输出及中文注释","候选具体写入数","候选写入证据ID","SQL材料组","相关SQL哈希","证据可用状态","固定读取定位状态","内容绑定级别","核读状态","使用模式","已确认具体输出","当前Facts写入","Facts字段绑定目标","缺口/待判断","Facts清单哈希","证据文件"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","200030","dm_otc_n.ADM_V_RISK_DAILY_BUNDLE_MARGIN","dm_otc_n.adm_v_risk_daily_bundle_margin（每日组合履保计算结果）","1","write-observation:200030:platform-target:0","SQLG-700ca08d9f0d0b85","query:0b5f60959ef74bf1a28a7c9fc438e563f44a75712336a9373a68a0959fc6c582","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","CURRENT_SQL_EXACT_REUSE_WITH_200078; CROSS_VERSION_SEMANTICS_UNVERIFIED","复用局部解释（与200078目标引用SQL完全相同）","P01_DEPARTMENT_ENRICHMENT","dm_otc_n.adm_v_risk_daily_bundle_margin","dm_otc_n.adm_v_risk_daily_bundle_margin|PROFILE_DECLARED|NO_STATEMENT；dm_otc_n.adm_v_risk_daily_bundle_margin|PLATFORM_TARGET|task:200030:slot:query:statement:0","dm_otc_n.adm_v_risk_daily_bundle_margin","账簿ID在当日快照是否唯一；空部门是否被下游接受","6434ce0843ade3c4f1af746bade256189ce2696c33949a9ac455ad67e0993bcd","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\200030\versions\7f4d3ee24b7faef3c339f55c246a2ba777eb80c9ad344bd3f21d61a2aa84af52.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","200078","dm_rsk_n.ADM_V_RISK_DAILY_BUNDLE_MARGIN","dm_rsk_n.adm_v_risk_daily_bundle_margin（风险_每日组合履保计算结果）","1","write-observation:200078:platform-target:0","SQLG-700ca08d9f0d0b85","query:0b5f60959ef74bf1a28a7c9fc438e563f44a75712336a9373a68a0959fc6c582","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","FIXED_SQL_AND_FACTS_HASH_MATCH","已完成Facts细粒度提取与局部解释","P01_DEPARTMENT_ENRICHMENT","dm_rsk_n.adm_v_risk_daily_bundle_margin","dm_rsk_n.adm_v_risk_daily_bundle_margin|PROFILE_DECLARED|NO_STATEMENT；dm_rsk_n.adm_v_risk_daily_bundle_margin|PLATFORM_TARGET|task:200078:slot:query:statement:0","dm_rsk_n.adm_v_risk_daily_bundle_margin","账簿ID在当日快照是否唯一；空部门是否被下游接受","71460fa1d55f37d0c47edd8e32d0b0ec61ab8508ddaea68109c487422beffee9","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\200078\versions\7893d5c46d422543e7756496757f7475fe447675ba7e161fd31f6871847ba79a.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","201568","dm_fii_n.adm_trd_opt_scal_sum_day_titans","dm_fii_n.adm_trd_opt_scal_sum_day_titans（OTC期权规模汇总数据-每日-源自titans）","1","write-observation:201568:platform-target:0","SQLG-019985e13b9c6242","query:6d698cef58fd1fe522d7d7dee31dd983ac9f2164aaa5ee97879370880f99852c","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_fii_n.adm_trd_opt_scal_sum_day_titans|PROFILE_DECLARED|NO_STATEMENT；dm_fii_n.adm_trd_opt_scal_sum_day_titans|PLATFORM_TARGET|task:201568:slot:query:statement:0","dm_fii_n.adm_trd_opt_scal_sum_day_titans","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","99d9f877b23c66f142731fc375962abff4e7c696f7ef6bd0b9f9cf73232f80db","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\201568\versions\2a89c344f60ccd4c8bc6223ce841fd5f9103887616a7b8d170e408e73603290a.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","205519","dm_hk_n.src_opt_vanilla_day","dm_hk_n.src_opt_vanilla_day（香草期权属性宽表）","1","write-observation:205519:platform-target:0","SQLG-9b88351902b08045","query:cc610cfaa412760caec0c0070390714689660c10bfcc57ddb781ac7decda25dc","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.src_opt_vanilla_day|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.src_opt_vanilla_day|PLATFORM_TARGET|task:205519:slot:query:statement:0","dm_hk_n.src_opt_vanilla_day","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","8b0066f1b36e1415506068a26ac10fe9924af2530ade0654481fa7306f082872","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\205519\versions\2136bbaa4e64514415f95603d19d92e54b07f5303d62f121fac3aca46ace59d9.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","207514","dm_fii_n.otc_trs_para","dm_fii_n.otc_trs_para（OTC互换簿记）","1","write-observation:207514:platform-target:0","SQLG-1cf8ea011905dfb0","query:ac2d17a4f62765e559087d6b02856073851d06ea3d2e7f7149bd557960408967","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_fii_n.otc_trs_para|PROFILE_DECLARED|NO_STATEMENT；dm_fii_n.otc_trs_para|PLATFORM_TARGET|task:207514:slot:query:statement:0","dm_fii_n.otc_trs_para","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","ef152df1b388b943febc85224d575380b821246a489e53db5f1224997f3e9af1","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\207514\versions\29d7c9a9e8be11a5865ad98e42ec91c7e76470bb8088bf5951ab54685607098d.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","207902","dm_hk_n.trd_otc_contr_props_day","dm_hk_n.trd_otc_contr_props_day（titans合约属性_当日）","1","write-observation:207902:platform-target:0","SQLG-b3b3da1ff9db714a","query:dbf526f8b837a82b4b2fc41bd2b15967cfdd168b4862801f337b6d9d2baf7b36","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.trd_otc_contr_props_day|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.trd_otc_contr_props_day|PLATFORM_TARGET|task:207902:slot:query:statement:0","dm_hk_n.trd_otc_contr_props_day","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","3cdb3a2bb7d18c6b989602c6d9cbd9e475639e0d2f181ef10d3b5c13b4f9b4ea","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\207902\versions\fbd5ad96546e8ae860eb70ae31a5aa92c6e861e737789fe8fc722db94ed5d30e.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","207904","dm_hk_n.trd_option_limit_audit_day","dm_hk_n.trd_option_limit_audit_day（titans期权限额审核_当日）","1","write-observation:207904:platform-target:0","SQLG-c6a1b5eef30a1c8b","query:d4bdd5ce285ea1eb575fbc0e8a4e6d3ddbb8f79be01650a4e440c38f7453ee22","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.trd_option_limit_audit_day|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.trd_option_limit_audit_day|PLATFORM_TARGET|task:207904:slot:query:statement:0","dm_hk_n.trd_option_limit_audit_day","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","a5f130878b5ad12d204bfc39d749c324a58f04067b4087837e372ead453304d8","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\207904\versions\61664b3c944fc8a1923493179146ab2264857e41de994b4cd606f421cec5d3cb.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","207906","dm_hk_n.ref_op_cumulator_schedule_day","dm_hk_n.ref_op_cumulator_schedule_day（titans累积器计划_当日）","1","write-observation:207906:platform-target:0","SQLG-d490de77d09fff0f","query:497c31b37f4e8ed858f7031ec909d680c6cc5d3bbfcec8831e86e88f1bc1cdc2","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.ref_op_cumulator_schedule_day|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.ref_op_cumulator_schedule_day|PLATFORM_TARGET|task:207906:slot:query:statement:0","dm_hk_n.ref_op_cumulator_schedule_day","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","07be1d3dc678080cc5877a2fb26490f48f915d941625fe497360ca9de9ce2b15","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\207906\versions\ce0b73b788d52d6e7e44d865bc8abd65f388b64b8d8490b698c33d07008dfab7.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","207917","dm_hk_n.trd_otc_contr_init_amt_day","dm_hk_n.trd_otc_contr_init_amt_day（titans场外合约初始金额_当日）","1","write-observation:207917:platform-target:0","SQLG-08e1a0eefd51662d","query:1e59eae464b3d1fe170f12faf8b947befaf7bc8ca3ec17d41a5a3944d2db89c7","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.trd_otc_contr_init_amt_day|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.trd_otc_contr_init_amt_day|PLATFORM_TARGET|task:207917:slot:query:statement:0","dm_hk_n.trd_otc_contr_init_amt_day","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","120db4eb8d40fccf1595e1c791df2fb3e126a695a9389215771c8cc49d0571d8","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\207917\versions\3eb933d5964aabcfdb5048e193c22ae945a0a16d0de19a15f2a820403c7ff889.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","208265","dm_hk_n.trd_otc_contr_files_day","dm_hk_n.trd_otc_contr_files_day（titans场外合约文件_当日）","1","write-observation:208265:platform-target:0","SQLG-02e70afe346abe45","query:87861c8c688a8c473247f2847ac1541a8ba09a4455a91f7f76f47a4ed34ec735","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.trd_otc_contr_files_day|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.trd_otc_contr_files_day|PLATFORM_TARGET|task:208265:slot:query:statement:0","dm_hk_n.trd_otc_contr_files_day","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","117fa987389814095f16627bed55abec0a318f86197d3fb6393774f591a5a946","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\208265\versions\17daaa79b2a6f657c40ccb289bcaa62fc18b8c9d04c72b43dfe5d5bb04153360.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","208266","dm_hk_n.ref_op_deal_lizard_obsdate_day","dm_hk_n.ref_op_deal_lizard_obsdate_day（titans蜥蜴式期权观察日期_当日）","1","write-observation:208266:platform-target:0","SQLG-71017d8a0e4f686d","query:1a4f2bbbffb0a6695a62b3225479a5d0feddaad70e5df150656b55cf4e4e4fd2","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.ref_op_deal_lizard_obsdate_day|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.ref_op_deal_lizard_obsdate_day|PLATFORM_TARGET|task:208266:slot:query:statement:0","dm_hk_n.ref_op_deal_lizard_obsdate_day","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","5a88f05d2a925ab195ba268941c1290741ffce2e05a3ed110a00eed6c0a50cab","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\208266\versions\b135f5d147d5c3fa6086951805aa78933803da3a5b16b94f5504b179fabf2a8b.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","209119","dm_rsk_n.otc_opt_sub_trd_info","dm_rsk_n.otc_opt_sub_trd_info（场外期权子交易信息）","1","write-observation:209119:platform-target:0","SQLG-a63323d3fcf27b2b","query:d75b79ed0ff5af8bb782e721535c08039959d8e265b791c33864ffb008b0cf21","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","已完成Facts细粒度提取与局部解释","P09_BOOK_REASSIGNMENT；P13_BOOK_OUTPUT_ENRICHMENT","dm_rsk_n.otc_opt_sub_trd_info","dm_rsk_n.otc_opt_sub_trd_info|PROFILE_DECLARED|NO_STATEMENT；dm_rsk_n.otc_opt_sub_trd_info|PLATFORM_TARGET|task:209119:slot:query:statement:0","dm_rsk_n.otc_opt_sub_trd_info","首个映射分支为何不限制src_tbl；三条映射规则是否互斥且目标唯一；原/目标账簿映射标的冲突时的业务口径","8aadebcf0c4a96c2019faad3bf56787f1e99ad5f0d5133cbc64b94f38e6cb897","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\209119\versions\33d8c405f7ff232cc98e4ffd4ce3d00efe9632d1cb2138132ec57a263ec8c6f6.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","209894","dm_fii_n.adm_trd_comp_scal_sum_day_titans","dm_fii_n.adm_trd_comp_scal_sum_day_titans（OTC合约期权、债券互换、北向期货规模汇总数据-每日-源自titans）","1","write-observation:209894:platform-target:0","SQLG-5a626cd582c795cc","query:a6d8bbad3ca397420400210f6a89a25c78b3d29ff28c4232f77570ed89aa4d44","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","已完成Facts细粒度提取与局部解释","P03_FICC_BOOK_SCOPE","dm_fii_n.adm_trd_comp_scal_sum_day_titans","dm_fii_n.adm_trd_comp_scal_sum_day_titans|PROFILE_DECLARED|NO_STATEMENT；dm_fii_n.adm_trd_comp_scal_sum_day_titans|PLATFORM_TARGET|task:209894:slot:query:statement:0","dm_fii_n.adm_trd_comp_scal_sum_day_titans","四个分支的账簿匹配是否一对一；窗口之间是否有意重叠","890fde5312da6267c4d48487e5b71f4a17acb5c725b2fe1d6399c4b4aad3900f","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\209894\versions\260b9c9108833a0ac190258cff6986a8f31b5b444b8f856612898aa7126044a7.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","211492","PDATA_N.T98_OTC_DERI_BOOK_INFO","pdata_n.t98_otc_deri_book_info（T98_场外衍生品账簿信息）；pdata_n.t98_otc_deri_book_info（T98_场外衍生品账簿信息）","2","write-observation:211492:0；write-observation:211492:1","SQLG-b44d82ed18ec5fbb","query:ad9072301a97d1e8e9388d118c88f61bac25d06ded8c3d0b1a1ec9a4d5f5208a","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","pdata_n.t98_otc_deri_book_info|PROFILE_DECLARED|NO_STATEMENT；pdata_n.t98_otc_deri_book_info|SQL_PARSE|task:211492:slot:query:statement:0；pdata_n.t98_otc_deri_book_info|SQL_PARSE|task:211492:slot:query:statement:1","pdata_n.t98_otc_deri_book_info","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","b96572f1e325222266dbf8a233b3aaf41e264440e7956dd529c44fbb026e5aaf","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\211492\versions\10394fcd30615d12967ba75bd3cc8a33445c3a6352b94a71e05db73caec2cc9a.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","211619","PDATA_N.T98_OTC_SWAP_COMP_TRD_UNDRL_INFO_GRP02","pdata_n.t98_otc_swap_comp_trd_undrl_info（每天一份快照，场外互换合约对应交易标的的基础信息与行情信息表）","1","write-observation:211619:0","SQLG-7d3e479e640e9946","query:86f948f790ac04bef77b6febc48a2b1a7b4ba80c743cbb331cce524de46e6f69","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","pdata_n.t98_otc_swap_comp_trd_undrl_info|PROFILE_DECLARED|NO_STATEMENT；pdata_n.t98_otc_swap_comp_trd_undrl_info|SQL_PARSE|task:211619:slot:query:statement:0","pdata_n.t98_otc_swap_comp_trd_undrl_info","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","629808faae3bd9a782e8319592a7054bcb54c0290164e47eb545ce290dbbf2e8","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\211619\versions\42ce8d65eb8e712094c349841f339fec55f03c519b93b8603b2cdd3d1544629c.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","211730","PDATA_N.T98_SB_OTC_OPT_COMP_PRCG_INDX_TIT278","pdata_n.t98_sb_otc_opt_comp_prcg_indx（每天增量追加，自营场外期权合约按日计算的希腊字母（波动率风险）定价指标表）","1","write-observation:211730:0","SQLG-641c018ba6aef138","query:53df3dc917064e6a3c8797c95f96d4d25da8611f2f393a4d8b7ca02135cb6b04","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","pdata_n.t98_sb_otc_opt_comp_prcg_indx|PROFILE_DECLARED|NO_STATEMENT；pdata_n.t98_sb_otc_opt_comp_prcg_indx|SQL_PARSE|task:211730:slot:query:statement:0","pdata_n.t98_sb_otc_opt_comp_prcg_indx","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","be3f3d0848e61943546a7ed5a3b0eb1df3b70ad4d0021e0a6a04772fe0970e0d","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\211730\versions\f080b7b61b4157c25ccc2f91b027244da30d367aac79519e0163a735ca12a5b1.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","212078","dm_fii_n.agt_comp_maty_hint_day","dm_fii_n.agt_comp_maty_hint_day（合约到期提醒数据_当日）","1","write-observation:212078:platform-target:0","SQLG-d9598a40ac1ad6c4","query:5952293191c6e299fdd46078f8f0a13daa57e51e67b4d449ada8d42a795f7bf0","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_fii_n.agt_comp_maty_hint_day|PROFILE_DECLARED|NO_STATEMENT；dm_fii_n.agt_comp_maty_hint_day|PLATFORM_TARGET|task:212078:slot:query:statement:0","dm_fii_n.agt_comp_maty_hint_day","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","2f7956c53dfee6ff1b3346a4b43e0ddd9a2f9fea729411668c4f8dbeac2d0992","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\212078\versions\b161ecfbfb0c64aaea8ac54ef3f5767e3d23f60fbf89265bad139f477695d448.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","215630","dm_hk_n.info_trd_fast_trs_event_day","dm_hk_n.info_trd_fast_trs_event_day（极速互换存续期事件）","1","write-observation:215630:platform-target:0","SQLG-5e55e7b65a0cd0ac","query:c52d7a5edf14e707f12bf49510b5202f76390debe56d38bf6c464c12f55ca7b3","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.info_trd_fast_trs_event_day|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.info_trd_fast_trs_event_day|PLATFORM_TARGET|task:215630:slot:query:statement:0","dm_hk_n.info_trd_fast_trs_event_day","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","9fff5347d25d557c379eb2651fbf8ece1b96f9db09e9e2198e098499c0ec1435","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\215630\versions\43f19d16e9307b2444bca53eb49e6cb7aabc00f63fd003ea9531fe3aefc2f524.evidence-v3.json"
